id,neighbourhood_group,neighbourhood,room_type,minimum_nights,price,availability_365,latitude,longitude
29659392,Queens,Flushing,Private room,30,68.0,180,40.75017,-73.82886
29684573,Brooklyn,East Flatbush,Private room,1,96.0,343,40.64904,-73.93517
29929095,Queens,Jamaica,Entire home/apt,30,81.0,364,40.67761,-73.76363
29935981,Brooklyn,Greenpoint,Entire home/apt,30,800.0,358,40.72699,-73.95574
29937451,Brooklyn,Canarsie,Entire home/apt,30,108.0,300,40.63559,-73.89417
29942196,Queens,Jackson Heights,Entire home/apt,30,93.0,248,40.75185,-73.89053
29943061,Brooklyn,Bedford-Stuyvesant,Private room,3,151.0,168,40.67744,-73.92331
29945283,Queens,Ridgewood,Private room,30,50.0,59,40.7038,-73.904
29946757,Brooklyn,Bedford-Stuyvesant,Private room,60,60.0,363,40.68943,-73.92918
29104053,Brooklyn,East New York,Private room,30,84.0,363,40.66578,-73.87536
29117643,Bronx,Fordham,Private room,30,41.0,140,40.85651,-73.90443
29124414,Brooklyn,Crown Heights,Entire home/apt,30,122.0,0,40.66509,-73.95076
29124476,Manhattan,Inwood,Private room,30,55.0,143,40.86616,-73.92336
29148293,Manhattan,East Village,Private room,4,270.0,118,40.72927,-73.98584
29148550,Manhattan,Kips Bay,Entire home/apt,30,120.0,349,40.74533081054688,-73.9798583984375
29149377,Manhattan,East Village,Entire home/apt,30,200.0,87,40.72545,-73.97975
29152320,Brooklyn,East New York,Entire home/apt,30,114.0,88,40.66657,-73.87338
29155895,Manhattan,East Village,Entire home/apt,30,342.0,180,40.72324,-73.98283
29158689,Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,332.0,178,40.69735,-73.93714
29168569,Brooklyn,East Flatbush,Private room,30,55.0,291,40.65374,-73.93608
29184626,Brooklyn,Brownsville,Private room,2,113.0,310,40.66213,-73.91827
29237220,Manhattan,West Village,Entire home/apt,30,695.0,233,40.73927,-74.00936
29252044,Brooklyn,Cobble Hill,Entire home/apt,30,150.0,104,40.6874,-73.99056
29256229,Brooklyn,Crown Heights,Private room,30,127.0,365,40.67539,-73.94162
29256358,Brooklyn,Borough Park,Entire home/apt,30,103.0,148,40.64402,-73.99751
29260051,Brooklyn,Crown Heights,Entire home/apt,30,85.0,94,40.67426,-73.94673
29269102,Brooklyn,East Flatbush,Private room,30,79.0,364,40.64919,-73.93056
29278439,Queens,Maspeth,Entire home/apt,30,136.0,174,40.72022,-73.90085
29281407,Brooklyn,Greenpoint,Entire home/apt,30,1491.0,178,40.72639,-73.94652
29327591,Manhattan,Chelsea,Entire home/apt,31,578.0,182,40.7383733,-73.9967525
29331191,Manhattan,Upper West Side,Entire home/apt,31,405.0,321,40.777553,-73.9834589
29331513,Manhattan,Financial District,Private room,60,70.0,204,40.70996,-74.00694
29700761,Brooklyn,South Slope,Entire home/apt,30,350.0,176,40.66826,-73.99037
29703513,Manhattan,NoHo,Entire home/apt,30,207.0,0,40.72584,-73.99413
29730504,Brooklyn,Bushwick,Entire home/apt,30,95.0,58,40.69417,-73.90715
29758199,Queens,Bayswater,Entire home/apt,30,132.0,90,40.60589,-73.76981
29760980,Brooklyn,Vinegar Hill,Entire home/apt,30,298.0,365,40.69998,-73.98287
29775040,Brooklyn,Fort Greene,Entire home/apt,30,174.0,180,40.69076,-73.97244
29781403,Brooklyn,Kensington,Entire home/apt,30,171.0,365,40.64196,-73.98302
29794270,Brooklyn,Canarsie,Private room,30,94.0,180,40.63557,-73.89422
29797971,Bronx,Williamsbridge,Private room,30,54.0,365,40.88309,-73.85824
29967433,Manhattan,Washington Heights,Private room,30,43.0,292,40.83129,-73.94183
29968121,Queens,Flushing,Private room,30,83.0,89,40.76501,-73.82761
29990168,Brooklyn,Bushwick,Entire home/apt,30,131.0,334,40.68653,-73.91388
29993012,Brooklyn,Park Slope,Entire home/apt,30,110.0,211,40.67123,-73.9779
30003335,Staten Island,West Brighton,Private room,30,57.0,365,40.6286,-74.11558
30003453,Brooklyn,South Slope,Entire home/apt,30,180.0,88,40.66282,-73.98226
30006770,Manhattan,Financial District,Entire home/apt,31,353.0,18,40.704693,-74.0075
30006962,Manhattan,Financial District,Entire home/apt,31,330.0,342,40.705579,-74.008378
30021540,Queens,Flushing,Private room,30,58.0,89,40.76441,-73.8275
30021914,Bronx,Pelham Gardens,Entire home/apt,30,85.0,338,40.86347,-73.84128
30031616,Manhattan,Upper East Side,Entire home/apt,31,292.0,321,40.7723353,-73.950981
30033284,Manhattan,Financial District,Entire home/apt,31,330.0,310,40.705579,-74.008378
30034070,Manhattan,Midtown,Entire home/apt,2,265.0,155,40.74619,-73.9871
30042363,Queens,Astoria,Private room,30,61.0,358,40.75766,-73.92834
30043083,Brooklyn,East Flatbush,Private room,30,117.0,89,40.64994,-73.92874
30043966,Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,134.0,0,40.68721,-73.92617
30046573,Manhattan,Chelsea,Entire home/apt,30,187.0,58,40.74296,-73.99838
30053410,Brooklyn,Brighton Beach,Private room,30,65.0,363,40.58221,-73.96683
30058948,Queens,Flushing,Private room,30,80.0,90,40.76337,-73.82944
30062290,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,30,126.0,90,40.6609415,-73.94066509999999
30062478,Manhattan,Chelsea,Entire home/apt,30,165.0,238,40.7501,-74.00175
30065198,Brooklyn,South Slope,Entire home/apt,30,139.0,123,40.66229,-73.98819
30068059,Manhattan,Two Bridges,Entire home/apt,30,110.0,33,40.71108,-73.99817
30082832,Brooklyn,Clinton Hill,Private room,3,232.0,293,40.6950841,-73.9660339
30087377,Manhattan,West Village,Entire home/apt,30,440.0,215,40.73632,-74.00672
30089412,Brooklyn,Clinton Hill,Private room,2,248.0,139,40.68377,-73.96093
30091313,Queens,Flushing,Private room,30,64.0,89,40.76489,-73.82954
30096719,Brooklyn,Clinton Hill,Private room,1,149.0,248,40.68837,-73.96816
30104723,Brooklyn,Williamsburg,Entire home/apt,30,161.0,38,40.70811,-73.9503
30337531,Brooklyn,Brooklyn Heights,Entire home/apt,30,110.0,274,40.69277,-73.99832
30349066,Brooklyn,Dyker Heights,Entire home/apt,30,110.0,327,40.61822,-74.00802
30352010,Brooklyn,Brighton Beach,Entire home/apt,30,331.0,269,40.58224,-73.96632
29804246,Manhattan,Harlem,Private room,90,84.0,258,40.80535,-73.94793
29814549,Brooklyn,Crown Heights,Entire home/apt,30,73.0,76,40.67453,-73.94789
29824343,Manhattan,Harlem,Entire home/apt,30,160.0,269,40.82585,-73.94524
29831517,Brooklyn,Canarsie,Private room,2,81.0,0,40.64438,-73.89096
29847492,Manhattan,Upper East Side,Entire home/apt,30,120.0,364,40.78335,-73.94685
29851718,Manhattan,Stuyvesant Town,Entire home/apt,31,845.0,177,40.7338,-73.98055
29858182,Bronx,Wakefield,Private room,30,90.0,365,40.89392,-73.84427
29877448,Manhattan,Upper East Side,Entire home/apt,30,256.0,265,40.76078414916992,-73.96043395996094
29881973,Manhattan,Harlem,Private room,30,48.0,244,40.8238,-73.93884
29889800,Manhattan,Roosevelt Island,Entire home/apt,30,113.0,154,40.76422,-73.94773
29897911,Manhattan,Hell's Kitchen,Private room,30,179.0,365,40.75565,-73.99635
29903897,Brooklyn,Bushwick,Private room,31,50.0,316,40.69159,-73.91556
29904305,Brooklyn,Bushwick,Private room,31,45.0,307,40.69159,-73.91556
29904478,Brooklyn,Bushwick,Private room,31,40.0,282,40.69159,-73.91556
29906282,Queens,East Elmhurst,Private room,2,99.0,306,40.75669368884095,-73.88898084311245
29908937,Brooklyn,Sheepshead Bay,Entire home/apt,1,175.0,84,40.606365,-73.944283
29923555,Manhattan,Midtown,Hotel room,30,900.0,363,40.76214,-73.97634
30105137,Manhattan,Harlem,Entire home/apt,30,126.0,189,40.80255,-73.94731
30106990,Manhattan,Hell's Kitchen,Private room,30,199.0,365,40.75636,-73.99809
30107262,Manhattan,Harlem,Entire home/apt,30,99.0,119,40.80437,-73.94878
30109916,Bronx,Allerton,Entire home/apt,30,90.0,268,40.87005,-73.84729
30125523,Manhattan,Murray Hill,Entire home/apt,30,150.0,333,40.74832,-73.97737
30125704,Manhattan,Murray Hill,Entire home/apt,30,160.0,365,40.74926,-73.97643
30132508,Brooklyn,Clinton Hill,Private room,2,251.0,167,40.69249,-73.96755
30154255,Manhattan,East Village,Entire home/apt,30,495.0,334,40.73316,-73.98824
30156697,Manhattan,West Village,Entire home/apt,30,143.0,120,40.73275,-74.00549
30162689,Manhattan,Harlem,Entire home/apt,30,300.0,292,40.81438,-73.94043
30174397,Bronx,Fordham,Private room,30,75.0,203,40.85565,-73.90143
30175606,Brooklyn,Bushwick,Private room,30,59.0,334,40.68587,-73.91357
30182137,Manhattan,Upper East Side,Entire home/apt,30,113.0,362,40.77291870117188,-73.95587921142578
30378982,Brooklyn,Carroll Gardens,Private room,4,332.0,281,40.6836777244503,-73.99000371329751
30387064,Manhattan,West Village,Entire home/apt,31,497.0,335,40.729222,-74.002791
30387132,Manhattan,Tribeca,Entire home/apt,31,370.0,263,40.71579,-74.00587
30387218,Manhattan,Upper East Side,Entire home/apt,31,381.0,0,40.7633888,-73.9596248
30387263,Manhattan,Tribeca,Entire home/apt,31,418.0,245,40.714,-74.00956
30387377,Manhattan,Chelsea,Entire home/apt,31,463.0,305,40.7419438,-73.994993
30387425,Manhattan,Chelsea,Entire home/apt,31,429.0,62,40.73816889999999,-73.9970633
30387445,Manhattan,Hell's Kitchen,Entire home/apt,31,366.0,274,40.76304,-73.98697
30387495,Manhattan,Upper West Side,Entire home/apt,31,408.0,248,40.777553,-73.9834589
30387553,Manhattan,Kips Bay,Entire home/apt,31,392.0,225,40.74572250000001,-73.9798618
30387648,Manhattan,Tribeca,Entire home/apt,31,380.0,41,40.71579,-74.00587
30387838,Manhattan,West Village,Entire home/apt,31,494.0,39,40.729222,-74.002791
30387856,Manhattan,West Village,Entire home/apt,31,498.0,121,40.729222,-74.002791
30387885,Manhattan,Theater District,Entire home/apt,31,377.0,253,40.7607614,-73.98610550000001
30387916,Manhattan,Tribeca,Entire home/apt,31,373.0,281,40.71579,-74.00587
30387983,Manhattan,Theater District,Entire home/apt,31,519.0,280,40.76076,-73.98611
30388011,Manhattan,Theater District,Entire home/apt,31,377.0,0,40.7607614,-73.98610550000001
30388079,Manhattan,Upper West Side,Entire home/apt,31,369.0,111,40.78969,-73.9744
30388225,Manhattan,East Village,Entire home/apt,31,393.0,243,40.72209,-73.98487
30388313,Manhattan,Kips Bay,Entire home/apt,31,406.0,145,40.74572250000001,-73.9798618
30388449,Manhattan,Chelsea,Entire home/apt,31,577.0,229,40.7383733,-73.9967525
30388528,Manhattan,Tribeca,Entire home/apt,31,416.0,17,40.713833,-74.010242
30388552,Manhattan,Hell's Kitchen,Entire home/apt,31,256.0,365,40.76304,-73.98697
30388587,Manhattan,Upper West Side,Entire home/apt,31,474.0,274,40.777553,-73.9834589
30388750,Manhattan,Midtown,Entire home/apt,31,319.0,244,40.75262,-73.989752
30388999,Manhattan,Chelsea,Entire home/apt,31,386.0,305,40.7383733,-73.9967525
30389066,Manhattan,Chelsea,Entire home/apt,31,630.0,357,40.7383733,-73.9967525
30389115,Manhattan,East Village,Entire home/apt,31,499.0,0,40.73099089999999,-73.98844360000001
30389147,Manhattan,Chelsea,Entire home/apt,31,577.0,333,40.7383733,-73.9967525
30389192,Manhattan,Financial District,Entire home/apt,31,270.0,32,40.705579,-74.008378
30389280,Manhattan,Financial District,Entire home/apt,31,330.0,180,40.705579,-74.008378
30389441,Manhattan,Tribeca,Entire home/apt,31,370.0,340,40.71579,-74.00587
30389608,Manhattan,East Village,Entire home/apt,31,557.0,265,40.730991,-73.988441
30392649,Manhattan,Kips Bay,Entire home/apt,31,337.0,120,40.740508,-73.9783475
30392780,Manhattan,Midtown,Entire home/apt,31,276.0,337,40.75262,-73.989752
30392806,Manhattan,Tribeca,Entire home/apt,31,430.0,1,40.713833,-74.010242
30392834,Manhattan,West Village,Entire home/apt,31,389.0,259,40.729222,-74.002791
30392874,Manhattan,Theater District,Entire home/apt,31,377.0,255,40.7607614,-73.98610550000001
30392909,Manhattan,Murray Hill,Entire home/apt,31,276.0,15,40.748405,-73.979865
30392986,Manhattan,Chelsea,Entire home/apt,31,591.0,0,40.7383733,-73.9967525
30393018,Manhattan,Tribeca,Entire home/apt,31,433.0,335,40.715793,-74.005871
30393171,Manhattan,Financial District,Entire home/apt,31,267.0,270,40.70803,-74.014869
30393194,Manhattan,West Village,Entire home/apt,31,498.0,121,40.72922,-74.00279
30393286,Manhattan,Hell's Kitchen,Entire home/apt,31,517.0,307,40.761164,-73.997741
30393322,Manhattan,Financial District,Entire home/apt,31,338.0,288,40.7056,-74.00878
30393414,Manhattan,Upper East Side,Entire home/apt,31,419.0,258,40.77595,-73.95559
30393497,Manhattan,Upper West Side,Entire home/apt,31,405.0,47,40.777553,-73.9834589
30393555,Manhattan,Upper West Side,Entire home/apt,31,603.0,114,40.777553,-73.9834589
30393609,Manhattan,Financial District,Entire home/apt,31,283.0,305,40.707902,-74.006161
30393638,Manhattan,Theater District,Entire home/apt,31,353.0,154,40.7607614,-73.98610550000001
30393689,Manhattan,East Village,Entire home/apt,31,391.0,321,40.72209,-73.98487
30393759,Manhattan,West Village,Entire home/apt,31,387.0,321,40.729222,-74.002791
30393882,Manhattan,Financial District,Entire home/apt,31,270.0,276,40.705579,-74.008378
30393896,Manhattan,Tribeca,Entire home/apt,31,433.0,121,40.715793,-74.005871
30393998,Manhattan,Theater District,Entire home/apt,31,377.0,254,40.7607614,-73.98610550000001
30394053,Manhattan,Theater District,Entire home/apt,31,375.0,352,40.7607614,-73.98610550000001
30394071,Manhattan,Tribeca,Entire home/apt,31,651.0,271,40.71579,-74.00587
30394133,Manhattan,Kips Bay,Entire home/apt,31,319.0,298,40.74572250000001,-73.9798618
30394203,Manhattan,Chelsea,Entire home/apt,31,577.0,349,40.7383733,-73.9967525
30394274,Manhattan,West Village,Entire home/apt,31,494.0,348,40.729222,-74.002791
30394340,Manhattan,Tribeca,Entire home/apt,31,342.0,274,40.713833,-74.010242
30394380,Manhattan,Theater District,Entire home/apt,31,374.0,186,40.76076126098633,-73.9861068725586
30394403,Manhattan,Financial District,Entire home/apt,31,271.0,274,40.705579,-74.008378
30394467,Manhattan,Chelsea,Entire home/apt,31,577.0,349,40.7383733,-73.9967525
30394494,Manhattan,Chelsea,Entire home/apt,31,427.0,226,40.73816889999999,-73.9970633
30394541,Manhattan,Chelsea,Entire home/apt,31,402.0,1,40.7432386,-74.003283
30394622,Manhattan,Chelsea,Entire home/apt,31,577.0,302,40.7383733,-73.9967525
30396953,Brooklyn,Sunset Park,Entire home/apt,30,126.0,91,40.66161,-73.99049
30398938,Manhattan,Midtown,Entire home/apt,2,261.0,184,40.7478,-73.98865
30400465,Brooklyn,Bedford-Stuyvesant,Private room,30,131.0,178,40.68571,-73.93478
30400542,Queens,Woodside,Private room,30,56.0,333,40.74436,-73.90178
30415541,Queens,Long Island City,Entire home/apt,30,180.0,247,40.75176,-73.93589
30417877,Brooklyn,Bedford-Stuyvesant,Private room,30,38.0,204,40.69068,-73.92664
30421561,Manhattan,Upper East Side,Entire home/apt,31,311.0,223,40.7723353,-73.950981
30421981,Manhattan,Nolita,Entire home/apt,30,350.0,266,40.72199,-73.99374
30423106,Queens,Rosedale,Private room,1,99.0,180,40.65601697139885,-73.74245604942865
30425416,Brooklyn,Crown Heights,Private room,31,40.0,290,40.67687,-73.92518
30425770,Queens,Queens Village,Private room,30,240.0,365,40.7045,-73.7354
30439073,Queens,Long Island City,Entire home/apt,365,380.0,362,40.74085,-73.95633
30441489,Manhattan,Upper West Side,Entire home/apt,30,161.0,286,40.77236864087013,-73.99049295812098
30442333,Queens,College Point,Entire home/apt,30,135.0,338,40.7915,-73.84947
30447204,Brooklyn,Bushwick,Entire home/apt,30,488.0,87,40.69368,-73.92567
30449111,Bronx,Concourse,Private room,30,99.0,90,40.83502,-73.91814
30465706,Brooklyn,Crown Heights,Private room,60,56.0,89,40.67003,-73.92326
30470947,Queens,Forest Hills,Private room,30,94.0,364,40.7325,-73.85241
30474972,Manhattan,Harlem,Private room,30,81.0,88,40.82365,-73.94245
30476455,Queens,Forest Hills,Entire home/apt,30,241.0,365,40.71305,-73.8415
30477526,Manhattan,Harlem,Entire home/apt,30,135.0,76,40.80058,-73.95348
30494093,Brooklyn,Gowanus,Entire home/apt,30,150.0,117,40.68429,-73.98656
30499109,Brooklyn,Bushwick,Entire home/apt,30,162.0,90,40.69607,-73.91189
30504880,Brooklyn,Kensington,Entire home/apt,30,301.0,365,40.64203,-73.97976
30511301,Brooklyn,Williamsburg,Entire home/apt,30,230.0,57,40.70775604248047,-73.95317840576172
30514043,Brooklyn,Bushwick,Private room,30,43.0,356,40.69271,-73.91299
30527994,Queens,Queens Village,Private room,1,91.0,359,40.72669219970703,-73.75276184082031
30530044,Brooklyn,Brownsville,Private room,30,85.0,365,40.65931,-73.9175
30531246,Brooklyn,Williamsburg,Entire home/apt,30,247.0,38,40.70747,-73.94856
30201476,Manhattan,Tribeca,Entire home/apt,31,373.0,335,40.71579,-74.00587
30206047,Manhattan,Upper East Side,Entire home/apt,30,1000.0,316,40.78435,-73.95391
30213232,Queens,Elmhurst,Private room,30,39.0,46,40.73863,-73.87711
30234773,Bronx,Longwood,Private room,30,36.0,338,40.82377,-73.90248
30251760,Manhattan,Harlem,Private room,30,145.0,365,40.82679,-73.94317
30252034,Manhattan,Roosevelt Island,Private room,30,90.0,138,40.7633,-73.94992
30254229,Brooklyn,Crown Heights,Entire home/apt,30,170.0,294,40.67211,-73.91404
30268825,Manhattan,Nolita,Entire home/apt,30,150.0,137,40.72026,-73.99441
30279712,Brooklyn,Brownsville,Entire home/apt,30,123.0,272,40.65493,-73.91201
30284324,Manhattan,Upper East Side,Shared room,30,79.0,365,40.77752,-73.95336
30286646,Manhattan,Washington Heights,Entire home/apt,30,187.0,305,40.85195,-73.94127
30308289,Manhattan,Upper West Side,Entire home/apt,30,198.0,78,40.80098,-73.96911
30314761,Brooklyn,Midwood,Private room,30,70.0,69,40.61665,-73.95545
30326749,Brooklyn,Flatbush,Entire home/apt,30,163.0,303,40.65334,-73.95649
30557920,Brooklyn,Sheepshead Bay,Private room,30,98.0,0,40.5867,-73.94258
30558081,Brooklyn,East Flatbush,Entire home/apt,30,150.0,335,40.6385423,-73.9316307
30565107,Queens,Flushing,Private room,30,111.0,90,40.76334,-73.82516
30568497,Manhattan,Upper West Side,Entire home/apt,30,190.0,89,40.77622,-73.97905
30570342,Brooklyn,Bushwick,Private room,30,75.0,90,40.69076,-73.90409
30577273,Manhattan,Harlem,Private room,30,56.0,354,40.81242,-73.94209
30584992,Brooklyn,Williamsburg,Entire home/apt,30,216.0,103,40.70906,-73.95206
30587740,Queens,Laurelton,Entire home/apt,30,100.0,150,40.67006542893606,-73.74321964107703
30591478,Manhattan,Harlem,Private room,30,62.0,178,40.82462310791016,-73.94770050048828
30593915,Queens,Flushing,Private room,1,94.0,329,40.74380189356405,-73.83349850806117
30594172,Queens,Flushing,Private room,1,88.0,309,40.74372189141004,-73.83450917793769
30627356,Manhattan,Harlem,Private room,2,281.0,274,40.80267,-73.94909
30662063,Brooklyn,Park Slope,Private room,4,202.0,172,40.67108,-73.97222
30675435,Manhattan,Hell's Kitchen,Private room,30,199.0,365,40.75603,-73.99647
30677434,Queens,Flushing,Private room,30,76.0,88,40.72961,-73.80862
30685870,Brooklyn,Bedford-Stuyvesant,Private room,30,64.0,365,40.67974,-73.94275
30686973,Manhattan,Lower East Side,Private room,30,160.0,270,40.71695,-73.98357
30537134,Queens,Flushing,Private room,1,96.0,289,40.74392,-73.83404
30537849,Brooklyn,Park Slope,Entire home/apt,30,250.0,60,40.67325,-73.97884
30539307,Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,172.0,195,40.68424,-73.95655
30788330,Manhattan,Chelsea,Entire home/apt,30,300.0,365,40.74273,-73.99542
30795672,Brooklyn,Brownsville,Private room,30,40.0,325,40.660105630701935,-73.90916132166814
30801449,Queens,Woodside,Private room,30,45.0,341,40.74132,-73.89107
30811789,Manhattan,East Harlem,Entire home/apt,30,125.0,365,40.81514,-73.935
30822815,Manhattan,Roosevelt Island,Entire home/apt,30,183.0,306,40.75923,-73.95378
30824853,Brooklyn,Williamsburg,Entire home/apt,30,421.0,365,40.71389,-73.96201
30842198,Queens,Jackson Heights,Entire home/apt,30,110.0,0,40.75375,-73.87523
30856398,Brooklyn,Clinton Hill,Private room,30,70.0,78,40.68442735901731,-73.96426323191972
30932236,Bronx,Claremont Village,Entire home/apt,2,181.0,224,40.83972146766034,-73.91055064997447
30937756,Manhattan,Murray Hill,Entire home/apt,1,416.0,306,40.74915,-73.97562
30938864,Queens,Astoria,Private room,30,68.0,89,40.76698,-73.90921
30950513,Manhattan,Midtown,Private room,1,1599.0,365,40.76034,-73.97517
30695144,Brooklyn,Williamsburg,Entire home/apt,30,450.0,89,40.71631,-73.96428
30699302,Brooklyn,Williamsburg,Entire home/apt,30,70.0,83,40.71289,-73.96322
30700892,Manhattan,East Harlem,Private room,30,60.0,180,40.8084,-73.94071
30702161,Manhattan,East Harlem,Private room,30,60.0,180,40.80704,-73.94012
30702384,Manhattan,East Harlem,Entire home/apt,30,120.0,180,40.80835,-73.94046
30716128,Queens,Sunnyside,Private room,30,59.0,345,40.73757,-73.92335
30717086,Brooklyn,Flatlands,Private room,30,41.0,305,40.62804,-73.9303
30717527,Queens,Long Island City,Entire home/apt,30,185.0,75,40.74642,-73.94678
30718403,Brooklyn,Flatlands,Private room,30,60.0,365,40.62783,-73.92838
30736279,Manhattan,Financial District,Entire home/apt,31,305.0,259,40.704693,-74.0075
30764476,Manhattan,Upper East Side,Entire home/apt,30,155.0,243,40.78106,-73.94676
30764990,Brooklyn,Williamsburg,Entire home/apt,30,165.0,38,40.7082,-73.9493
30766643,Manhattan,Murray Hill,Entire home/apt,30,145.0,184,40.75004,-73.97929
30767659,Manhattan,Midtown,Entire home/apt,2,342.0,139,40.74795,-73.98867
30769129,Brooklyn,Williamsburg,Entire home/apt,30,150.0,193,40.70723,-73.93902
31057348,Manhattan,Hell's Kitchen,Private room,30,249.0,365,40.75597,-73.99839
31074354,Queens,Elmhurst,Private room,30,52.0,0,40.74815,-73.8773
31084737,Manhattan,Tribeca,Entire home/apt,31,655.0,209,40.71579,-74.00587
31085028,Manhattan,SoHo,Entire home/apt,30,245.0,162,40.72622,-74.0013
31085554,Manhattan,Harlem,Entire home/apt,30,150.0,129,40.82167,-73.94826
31085679,Brooklyn,Bedford-Stuyvesant,Private room,30,70.0,347,40.69093,-73.931
31106666,Brooklyn,Bedford-Stuyvesant,Private room,30,58.0,360,40.68934,-73.9293
31119799,Staten Island,St. George,Private room,30,52.0,365,40.64024,-74.08538
31121209,Brooklyn,East Flatbush,Private room,30,48.0,275,40.64149,-73.93961
31127529,Brooklyn,Bedford-Stuyvesant,Private room,30,59.0,334,40.68932,-73.93082
31127742,Manhattan,Kips Bay,Entire home/apt,30,662.0,89,40.7411,-73.9802
31129115,Brooklyn,Red Hook,Entire home/apt,30,135.0,365,40.67791,-74.01346
31136603,Manhattan,Hell's Kitchen,Entire home/apt,30,150.0,146,40.76068,-73.99419
31150305,Manhattan,East Village,Entire home/apt,30,265.0,217,40.72898,-73.98413
31164039,Queens,Woodside,Private room,30,98.0,363,40.74682,-73.90679
31165085,Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,181.0,228,40.67764,-73.92648
30981877,Manhattan,East Harlem,Private room,30,65.0,308,40.78582,-73.94878
30999134,Brooklyn,Bedford-Stuyvesant,Private room,30,48.0,72,40.69707,-73.94505
31001555,Manhattan,Midtown,Private room,1,1199.0,365,40.76217,-73.97349
31038331,Manhattan,Midtown,Entire home/apt,31,275.0,291,40.75262,-73.989752
31038347,Manhattan,Midtown,Entire home/apt,31,319.0,245,40.75262,-73.989752
31052694,Brooklyn,Williamsburg,Private room,30,380.0,365,40.70765,-73.94257
31053180,Brooklyn,Williamsburg,Entire home/apt,90,544.0,365,40.70765,-73.94257
31290477,Brooklyn,Williamsburg,Entire home/apt,30,178.0,364,40.71282,-73.93558
31292757,Manhattan,Hell's Kitchen,Private room,30,249.0,365,40.75642,-73.99778
31293545,Manhattan,Harlem,Entire home/apt,30,144.0,40,40.8303,-73.94079
31301754,Brooklyn,Brownsville,Private room,3,86.0,351,40.67174600201928,-73.91131835725108
31311422,Manhattan,West Village,Entire home/apt,30,206.0,161,40.73412,-74.00506
31313105,Queens,Springfield Gardens,Entire home/apt,3,149.0,316,40.66211083482106,-73.75677900253037
31317744,Bronx,Melrose,Private room,5,140.0,365,40.8245,-73.91501
31322232,Queens,Flushing,Entire home/apt,30,139.0,334,40.75236,-73.78657
31333074,Manhattan,Harlem,Entire home/apt,5,118.0,97,40.81419,-73.94847
31339496,Queens,Flushing,Entire home/apt,30,200.0,338,40.745777,-73.828743
31340666,Manhattan,Hell's Kitchen,Entire home/apt,30,150.0,39,40.75631,-73.99366
31382465,Queens,Ridgewood,Private room,1,116.0,179,40.69919,-73.90341
31404481,Queens,Sunnyside,Private room,31,60.0,363,40.73737,-73.91954
31435773,Manhattan,Upper East Side,Entire home/apt,31,313.0,270,40.77595,-73.95559
31445273,Queens,Long Island City,Private room,30,62.0,90,40.7573,-73.93245
31457396,Manhattan,East Village,Private room,30,75.0,73,40.7263798429033,-73.9853219186522
31458781,Brooklyn,Sunset Park,Entire home/apt,30,173.0,342,40.66512680053711,-73.99395751953125
31459394,Manhattan,Upper East Side,Entire home/apt,30,150.0,334,40.78058,-73.95198
31466176,Manhattan,Harlem,Entire home/apt,5,119.0,111,40.81325,-73.94841
31467888,Manhattan,Upper West Side,Entire home/apt,30,145.0,197,40.79832,-73.9602
31473340,Brooklyn,Bedford-Stuyvesant,Entire home/apt,30,71.0,296,40.69242,-73.94891
31474431,Brooklyn,Sunset Park,Private room,1,99.0,230,40.64527,-74.01321
31474638,Brooklyn,Sunset Park,Private room,1,100.0,220,40.643102784202696,-74.01339110590112
31511563,Manhattan,Upper West Side,Private room,30,929.0,365,40.77966,-73.98446
31513692,Bronx,Port Morris,Private room,1,57.0,38,40.80936,-73.93105
31514475,Bronx,Bronxdale,Private room,30,54.0,278,40.85686,-73.85765
31533518,Manhattan,Lower East Side,Entire home/apt,30,250.0,83,40.7117,-73.99033
31537701,Queens,Richmond Hill,Private room,30,231.0,90,40.68,-73.82227
31539511,Queens,Rosedale,Private room,30,110.0,353,40.66842,-73.73327
31549470,Manhattan,Upper East Side,Entire home/apt,31,313.0,305,40.77595,-73.95559
31564614,Queens,Long Island City,Private room,30,71.0,365,40.75765,-73.93046
31178588,Manhattan,Washington Heights,Private room,30,119.0,365,40.84405,-73.93773
31188378,Manhattan,Hell's Kitchen,Private room,30,199.0,365,40.75434,-73.99818
31193461,Manhattan,Harlem,Private room,30,70.0,178,40.82929,-73.95107
31201815,Bronx,Melrose,Entire home/apt,30,154.0,179,40.81743,-73.92135
31212456,Queens,Rosedale,Entire home/apt,30,81.0,228,40.65161,-73.73374
31212571,Manhattan,Hell's Kitchen,Entire home/apt,30,200.0,165,40.76640790691597,-73.98988448477587
31216852,Manhattan,Chelsea,Entire home/apt,30,235.0,271,40.7468,-74.0019
31218310,Staten Island,New Dorp Beach,Private room,30,59.0,309,40.56653,-74.10441
31223352,Brooklyn,Sheepshead Bay,Entire home/apt,30,160.0,282,40.59521,-73.94379
31224224,Manhattan,Harlem,Private room,30,70.0,89,40.82283,-73.93812
31231904,Brooklyn,Bushwick,Entire home/apt,30,95.0,179,40.68566,-73.91521
31236046,Bronx,Pelham Gardens,Entire home/apt,30,80.0,305,40.86814,-73.8449
